feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
-1.916804353033506,-0.3141213472548699,-0.44450875019879255,-0.3371440175914162,-1.1190913583461581,2.213065553987284,-1.903864420595394,-0.06799786041492521,-1.5229575296203999,-2.642628496178216,2
-1.0773135140633723,1.0417349079187792,2.914938664478595,-0.09196964015451137,-0.09449072142926684,0.9384115951405754,2.3518301616981536,-0.371179100017682,1.1718989311537318,-3.326405421424911,1
-1.956108904821224,-1.8688173128715362,3.083535179132631,0.22387862222112465,-0.9269446030033271,0.5731093183356288,2.8106970032155587,0.4134353887180931,-0.30232758225288414,-3.978071768649681,1
0.5024110106144204,0.8774485220756677,-2.407908505189569,-0.08609555234833577,2.8171361654650067,1.2282646084417899,1.393031381802581,-0.4782650356575161,-0.8307515729100139,-0.6456950720072854,0
0.42946743250998964,-0.31531516359480805,3.4780234123236013,-1.5559883866386421,0.26577259901354244,-0.8761214803160678,0.9958435782970689,-0.8505158585732895,2.496077853100163,-1.6045771564271856,1
-1.2919068463890298,-1.227256008664707,2.3586613407912074,-2.3787903159194546,-2.467370742645229,-0.8818280908666662,2.5298610556812156,0.8237012973771113,-0.21814582804930494,-0.008878301344097062,1
0.848272576067086,-0.9394812281278543,2.9044138425810684,-1.4493976573267104,-1.2959694783941773,-2.0950948140794625,-1.8448962287956654,0.2693705951883843,2.17008603813436,0.7166110747549574,1
-0.10479221482451917,1.6190315693901793,3.9546659966212396,-1.464133392614696,-0.8996354490646038,-1.439419216981742,0.6075886770298582,-1.4985789972269905,2.0952403952259857,-1.1027992066243226,1
2.3701459337214397,0.4850648214662459,-1.7257392052872114,0.6291348904246812,1.8590783388433603,0.3341945025413847,-1.5082667475016955,0.6079165183749211,-0.07121632298026381,-1.3947656891185554,3
-1.5646717386751017,0.28181314862514345,2.2223169845852158,-1.9544344266152396,-3.495043901697837,0.2130902818806426,2.1280800973961007,-1.7489020483179183,-0.20643074012889384,-0.5178490980497836,1
1.4247724912398079,-0.6894796975078973,-2.438095071984236,-0.991164291989941,2.970705166273331,1.87409710716768,-0.5518259635434564,0.5508779440386216,1.6763428291783171,1.1088377684732884,3
-0.42250112579906896,-0.6057510370112883,0.35008248890684723,-0.27717334172693375,1.2705685564437612,1.7563733649702216,-1.1632042819004291,-1.0427806538333146,2.4568980861039296,0.16696843427651187,3
-3.3515576453479836,-1.7621656504328693,0.9460181896907147,0.15067057517898452,1.7493120358154708,1.5658396909076284,1.1288816068682472,0.275812468097975,-0.20926802499881736,-1.7802866776141828,0
